 STATISTIQUES MENSUELLES ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131
. Jorf Lasfar Energy Company (JLEC 5-6),2996.8,3447,3815.3,4257.114,4666.647999999999,5073.306,398.695,607.812,988.591,,1816.592,2244.2160000000003,2667.742,3117.375,3497.176,3951.286,4384.013,4826.338,356.661,763.588,1213.121,1485.1570000000002,1848.7600000000002,2275.648,2722.434,3177.799,3616.078,4048.139,4454.6050000000005,4899.305,359.383,766.601,1208.965,1637.414,2076.16,2505.5649999999996,2951.6869999999994,3377.7209999999995,3799.9629999999997,4239.532999999999,4658.0109999999995,5082.892,381.753,757.672,1183.606,1606.616,2043.407,2469.517,2903.8819999999996,3337.9759999999997,3749.7459999999996,3973.8289999999997,4176.865,4577.954,448.0465,842.7013,1280.1808999999998,1675.0864,2101.7753,2525.7625,2957.8792,3400.2441,3825.6655,4256.1595,4683.1833,5130.6361,379.012,576.6667,805.1803,1225.0563,1658.029,2090.8929,2538.3808999999997,2975.3297,3415.1944,3862.3374,4300.6974,4753.7479,455.9742,867.7854,1298.7309,1735.5314,2181.0257,2555.9386000000004,3015.1778000000004,3460.7107000000005,3906.5205000000005,4354.859100000001,4770.6381,5204.5357,400.8363,790.2714,1206.1629,1568.6996,1847.2405999999999,2257.3662999999997,2704.6023999999998,3156.2273999999998,3505.7569,3935.5288,4314.6146,4730.5613,415.7242,763.6322,1130.5642,1494.246,1886.8408000000002,2269.3019000000004,2664.3257000000003,3095.8252,3509.3145000000004,3898.4661000000006,4322.7961000000005,4752.928800000001,397.37440000000004,671.2177000000001,1026.5894,1367.6597000000002,1745.1719000000003,2132.1997,2538.7916,2963.6004,3341.5060999999996,3754.6395999999995,4126.832399999999,4557.444299999999,317.8585,575.1594,948.2504000000001,1337.3787000000002,1768.1300999999999
. Energie Electrique de Tahaddart (EET),1454.5,1668,1873.1,2092.319,2270.034,2490.7560000000003,222.701,436.725,650.066,,1090.1950000000002,1312.265,1526.036,1757.236,1971.5980000000002,2203.9860000000003,2434.416,2609.0570000000002,220.803,425.055,646.944,858.236,1082.8899999999999,1308.1039999999998,1540.8439999999998,1771.5479999999998,1976.4259999999997,2192.091,2413.9429999999998,2625.932,152.882,161.687,388.02700000000004,587.799,802.88,1004.762,1222.818,1421.954,1620.252,1836.0839999999998,2026.917,2233.979,175.866,336.958,497.029,673.033,851.288,1019.568,1193.289,1391.069,1583.913,1772.84,1945.73,2103.353,106.59536,212.59327999999957,348.5040799999996,348.5040799999996,348.5040799999996,348.6351999999996,555.3518399999996,736.4901599999996,922.5900799999996,1107.1314999999995,1295.8664999999996,1483.0362599999996,173.3024,338.41728,523.12464,705.80296,891.7150399999999,1053.5231999999999,1280.34504,1493.6219999999998,1709.2617599999999,1907.4693599999998,1907.4693599999998,1907.4693599999998,0,0,0,0,0,0,6.67312,13.46744,55.1512,80.0592,109.06880000000001,109.06880000000001,0,60.10384000000006,223.70199999998727,374.46703999998726,539.3774399999872,705.8112799999873,846.6380799999861,1028.3073599999861,1204.443279999986,1380.4039999999861,1527.8568799999862,1675.8365599999854,158.36216000000002,168.47168000000002,284.23672,445.54823999999996,625.0484799999999,745.6880799999999,936.9787999999999,1129.9832,1314.60584,1498.4496,1702.21408,1864.9021599999994,212.98952,375.4492799999997,549.421679999999,705.4932799999996,868.4652000000008,1059.0879200000006,1257.5136800000007,1458.9161600000007,1660.0064800000007,1860.4172000000008,2031.4092000000005,2246.7220000000007,198.27056,354.50248,505.03976,642.84888,856.4271200000001
. Compagnie Eolienne du Détroit (CED),86.3,98,110.1,116.78899999999999,128.469,141.612,12.382,25.305,36.155,,55.568000000000005,68.14800000000001,81.33800000000001,90.37800000000001,102.52900000000001,112.858,123.504,135.949,9.534,18.96,29.047,38.737,50.5,62.522999999999996,73.744,83.594,98.25399999999999,114.64099999999999,123.93699999999998,137.558,11.848,20.857,31.046999999999997,43.137,53.963,66.087,75.73400000000001,84.08000000000001,95.90100000000001,105.06400000000001,113.882,124.679,11.256,19.177,26.677,33.731,44.194,53.548,64.927,74.665,75.53500000000001,75.53500000000001,75.53500000000001,75.53500000000001,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
. Parc Eolien de Tarfaya (TAREC),627.1,743,809.9,853.838,924.8969999999999,1009.6959999999999,58.6,170.02700000000002,282.98,,471.779,606.8299999999999,764.762,898.5339999999999,1011.9069999999999,1053.636,1106.729,1194.986,80.424,156.841,270.565,342.832,432.269,555.543,711.6659999999999,836.173,942.567,991.747,1050.363,1141.9840000000002,93,182.914,293.19899999999996,410.49499999999995,527.563,637.383,823.124,950.11,1040.386,1095.027,1141.7450000000001,1207.622,82.219,156.603,239.238,342.003,463.111,562.032,733.7570000000001,896.7350000000001,997.1680000000001,1090.5430000000001,1203.7920000000001,1268.401,67.26447000000009,171.76626000000007,273.81036999999986,353.1565400000001,448.7133099999999,554.9996,730.4308600000002,897.9136699999999,1003.9607000000003,1092.9824600000004,1148.9511,1218.6578300000003,87.57839999999999,151.8688100000002,242.7353400000003,317.5219800000003,465.9253600000002,607.0004800000002,779.6836599999999,918.2612100000003,1013.4338499999998,1088.32814,1148.7854,1213.1091700000002,79.32806999999995,164.34116000000006,277.72316999999987,391.4423400000002,486.1028600000003,632.4954500000003,794.5585700000001,968.1946699999999,1072.9846799999998,1147.4017600000004,1221.79789,1271.49109,100.56120000000018,152.64552000000015,254.53687000000025,348.7393000000002,455.5939099999998,525.6041100000001,701.0841399999999,834.90119,902.6677099999998,967.1464500000003,1041.1566,1099.8588399999999,67.62173000000033,180.12292999999994,267.70175000000046,367.38101000000046,510.39961000000017,648.9735300000001,826.7624100000003,998.3658800000004,1101.2401100000004,1177.4505700000004,1220.80885,1288.1926400000004,71.1358899999999,154.0243699999993,221.00018999999935,322.3030599999997,410.6600999999994,560.6459799999998,721.6638899999992,856.9403599999997,961.6115199999995,1025.2443099999998,1092.8282099999997,1161.1861700000004,89.15128999999958,167.28344999999928,310.0522799999996,390.9044300000001,482.2592799999995
. Moroccan Agency for Sustainable Energy (MASEN) (Solaire Noor 1) ,-,-,-,0,0.011,4.305,19.195,35.222,78.934,,161.93,219.989,261.905,294.577,325.617,349.908,374.56600000000003,400.26300000000003,30.261,49.679,98.28399999999999,138.66,184.106,217.475,259.752,290.60200000000003,331.807,363.781,386.47,414.09900000000005,18.874,57.946,119.243,198.947,263.701,392.415,452.88,526.258,599.3820000000001,706.99,806.431,948.753,123.553,270.678,441.036,607.01,799.5989999999999,974.1019999999999,1126.512,1227.0819999999999,1320.108,1405.1779999999999,1493.368,1580.09,76.388922,148.12269700000002,294.933977,457.19681099999997,629.5161390000001,810.7107000000001,931.1870899999999,1045.933381,1186.654013,1341.28656,1423.41532,1518.5119590000002,121.140226,251.663365,398.43356100000005,581.3821990000001,750.1372830000001,940.8983390000002,1062.5556810000003,1234.3802420000002,1365.7500350000003,1497.9537160000002,1592.1221560000004,1667.1333980000004,72.81470500000002,123.31196200000005,199.57075100000006,343.285544,505.05092500000006,636.2772749999999,761.8001429999999,865.8548059999998,979.8487599999999,1060.640367,1152.262649,1230.2086829999998,112.71108,206.42171999999994,415.48534700000005,593.7246660000001,797.4642160000001,1008.042509,1192.38818,1332.306173,1481.834123,1616.653165,1756.160096,1885.697568,110.69316100000002,230.18865099999996,357.78191400000003,507.37763600000005,663.795341,830.825793,950.3222530000002,1053.45624,1163.713521,1267.4342339999998,1332.1352119999997,1395.2074499999999,102.47298899999993,176.59320999999989,264.30531699999995,386.6362029999999,556.1246329999999,694.7836590000001,859.6880649999999,1006.101776,1152.835575,1320.654442,1447.9815999999998,1544.3371979999997,115.77641225000002,246.74792800000006,400.077808,575.5918389999999,774.0342639999999
. Safi Energy Company (SAFIEC),,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5.527,131.429,8.912,8.912,8.912,8.912,8.912,91.10300000000001,116.38300000000001,463.639,773.457,1130.402,1609.441,2203.887,609.925,1157.505,1861.2530000000002,2624.409,3388.5150000000003,4056.0830000000005,4730.323,5387.9130000000005,6104.934,6827.526,7466.7519999999995,8084.660999999999,751.81875,1421.1265,2012.2172500000001,2673.617,3400.5205,4118.29775,4891.2715,5518.0345,6287.69425,7048.99475,7828.40725,8381.10025,747.541,1419.203,2253.16575,2893.6670000000004,3655.9640000000004,4471.00475,5169.683,5812.9115,6670.609,7474.884,8291.5675,9129.10925,849.31175,1529.2815,2348.6415,3157.60225,4013.36775,4738.1375,5618.79,6498.6505,7323.4645,8172.06025,8932.777,9696.80525,693.4765,1219.21625,1694.18075,2368.3855,3173.5784999999996,3989.1434999999997,4808.817999999999,5599.543999999999,6381.036249999999,7135.1762499999995,7806.126249999999,8557.8095,737.13075,1339.709,1962.759,2342.08925,2656.8655,3092.19,3784.4065,4614.70125,5402.61775,6162.654500000001,6867.656250000001,7682.427000000001,815.0285,1453.7224999999999,2151.71,2786.531,3498.93775,4102.94875,4919.696999999999,5757.2789999999995,6581.43625,7383.3012499999995,8127.3155,8976.9575,784.12475,1195.3115,1788.8305,2567.286,3396.41
. Parc Eolien de Midelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0.474232,1.537712,8.12823,13.88728,21.087153999999998,30.851809999999997,40.501757999999995,52.491406,70.215552,102.06134399999999,130.381548,193.28515800000002,72.98137000000001,126.28422400000001,169.334704,210.063832,248.921332,287.10803,326.97555,364.524314,392.273772,435.01581200000004,507.673144,560.621952,36.498132,70.62659999999994,134.41423600000002,195.22711999999999,248.39181399999998,278.33779599999997,309.171698,339.128086,381.51489200000003,417.211872,470.76359,521.955918,52.5875239999999,103.87159199999994,150.09541799999994,183.82918399999994,224.82743799999992,260.19793799999997,295.0716339999999,323.4380599999999,355.45542999999986,397.98558799999984,439.81546399999985,482.90730399999984,47.78254800000004,114.02855199999999,184.39498,236.05278400000003,271.7259379999999,311.828506,349.992918,388.1479799999999,418.27665,463.89314400000006,507.54090199999996,537.2792699999999,53.599040000000095,95.35220200000005,179.2648440000001,240.94527599999995,285.4360520000001,322.261104,353.73120200000005,390.6197460000001,419.87774400000006,451.72868400000004,519.0056300000001,593.232508,90.35226200000001,157.75654400000002,213.30982200000003,260.010894,293.14227800000003
. Parc Eolien de TAZA I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.1424920000000003,9.146434000000001,19.42259,38.571049,66.457171,99.45894200000001,120.20780200000002,146.71369900000002,162.351563,180.209942,205.66297400000002,34.655159,72.69143200000002,101.26758400000001,132.08294,155.75234400000002,189.22775300000004,211.083257,240.541169,270.331732,306.92877599999997,336.58511699999997,364.98768899999993,33.856559,78.45512399999997,116.246053,145.34430899999995,178.35005099999998,216.549487,243.653751,270.178931,297.328449,328.03205599999995,350.08280999999994,385.3749459999999,33.27349300000006,58.684560000000026,95.518929,127.36296100000006,158.82570000000004,184.11466700000008,213.12775000000005,247.68359000000007,275.7106770000001,306.87140000000005,335.6803560000001,366.9850580000001,42.924057,80.332681,124.01403299999998,156.602556,189.656181
. Parc Eolien de Boujdour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.00525,3.06809,34.3545,75.94982999999999,120.28353,155.17962,241.72503,366.93777,490.65792,596.88465,713.05611,816.3249599999999,107.13858000000002,241.7985,346.52823,461.19915,611.36607,760.50954,948.00063,1119.5397,1257.14931,1359.91164,1422.16371,1516.06107,97.08363,228.73404000000002,300.69395999999995,421.57106999999996,548.75268,725.7488099999999,889.44435,1064.9142,1221.4430399999999,1324.0363499999999,1413.9504299999999,1493.0817599999998,118.41795000000019,240.85179,396.22028999999986,491.2405499999999,626.12121
. Parc Eolien JBEL LHDID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.85409,8.88351,14.79733,35.49094,78.42613,119.07363000000001,196.61735000000002,263.21179,344.03085,408.31921,453.56942,533.56742,578.51227,631.24826,69.95684,130.97044,222.86836,298.60652,370.24537999999995,445.79504999999995,529.0555499999999,614.2647499999999,701.2994299999999,753.7961499999999,826.3002759999999,883.291446,75.23876999999999,150.42406,246.05512,313.54677,385.80084999999997
. Parc Eolien KOUDIA AL BAIDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9892550000000002,21.276881,55.186178999999996,92.89227699999999,121.95496399999999,147.10587999999998,171.67657499999999,201.56479099999999,233.031627,272.98787899999996,36.89662299999999,61.587849999999996,100.58206999999999,140.324365,175.796016,210.190546,247.51118599999998,288.11869299999995,323.785622,363.581707,394.147016,423.25435300000004,44.207905,83.882916,124.270624,157.203272,193.669245
- Projets développés dans le cadre de la loi 13-09 relative aux Energies Renouvelables :,417.2,480,"523,1",549.0930000000001,593.231,644.3890000000001,41.049,110.308,176.10399999999998,,319.90299999999996,411.464,533.255,626.773,722.873,770.068,821.108,906.316,85.43299999999999,159.547,254.64199999999997,316.26,392.846,497.657,622.217,715.609,811.7090000000001,861.4350000000001,926.661,1004.9879999999999,77.143,159.631,286.44300000000004,423.933,576.5949999999999,740.6739999999999,957.763,1172.7559999999999,1359.871,1492.498,1633.209,1807.73,198.12295999999998,389.539578,603.197338,816.240556,1050.455686,1256.9910169999998,1576.008287,1851.3842769999999,2073.7287399999996,2279.9076509999995,2504.4620179999997,2691.021428,182.53902,391.44556,598.99244,797.154947,1003.1500920000001,1215.777357,1503.7017460000002,1777.550824,2003.9924250000001,2195.989575,2344.685215,2512.5840770000004,205.60672499999984,379.52649299999985,575.0394279999999,760.330195,1018.0483049999999,1295.640168,1598.107663,1861.8420440000002,2059.758704,2280.6556899999996,2455.6619829999995,2643.8049459999997,232.07154099999994,446.1823580000001,689.5241739999999,915.4599840000001,1139.548783,1424.813789,1724.720119,2021.347994,2234.5957540000004,2404.418213,2574.866894,2719.2169219999996,220.08109300000007,393.196421,646.2199710000003,899.0710530000001,1161.6487980000002,1381.2467960000001,1747.3609270000002,2099.069429,2413.4156060000005,2692.4779240000003,2966.471807000001,3216.9465310000005,289.51561100000004,634.3482220000001,922.5210790000001,1246.135212,1650.962104,2043.4980799999998,2494.372011,2924.725525,3278.1828579999997,3544.782779,3745.155298,4028.8477719999996,279.523314,557.3555250000001,779.3129270000003,1073.47092,1360.7964299999999,1801.383193,2219.5768059999996,2603.632981,2941.979561,3207.7897980000007,3435.386254,3659.7948660000006,312.46984499999957,608.7441209999997,993.2193819999997,1295.4622059999997,1666.7369649999996
.Parc éolien Akhfennir,214.7,251,272.1,284.22700000000003,302.18100000000004,328.14000000000004,14.471,50.66,92.952,,188.156,254.306,340.44,406.696,475.66700000000003,506.34200000000004,540.1270000000001,596.9660000000001,59.259,107.30799999999999,172.43599999999998,216.11299999999997,269.11699999999996,339.80199999999996,429.907,498.03,567.481,591.999,636.755,687.694,49.187,102.761,175.68,248.04700000000003,325.933,394.91999999999996,504.712,577.985,631.964,664.9810000000001,697.4490000000001,735.432,54.209,97.75,142.984,214.748,285.839,355.072,470.929,559.31,620.52,675.596,734.228,771.5219999999999,42.399,96.999,159.814,216.664579,270.854952,336.99656400000003,436.609545,531.39877,589.959365,643.207575,672.145768,718.55805,53.753127,92.234235,145.256259,203.139948,282.9602,371.048787,468.459359,552.296959,609.252566,650.101225,683.226236,726.289168,60.474701,116.75583900000001,189.711458,260.106486,316.948078,410.389224,497.04901,600.488917,670.850717,713.661406,746.927721,781.429713,52.409466,89.27436300000001,142.041741,199.761391,267.821181,318.414756,429.945789,506.590718,557.253285,592.673444,636.543363,673.923801,50.91730200000001,120.995933,174.487719,240.191159,334.51672199999996,422.15804399999996,528.532654,628.319727,691.48016,736.539732,769.257447,823.2096919999999,45.8934,93.341881,138.33322,196.985211,248.410695,336.443219,433.017693,509.56363,568.999262,610.255756,648.859403,686.316937,60.128332,103.13936899999999,175.22091899999998,224.92288699999997,281.33732799999996
.Parc éolien Haouma,95.8,109,122.4,131.624,146.54399999999998,161.498,14.806,33.472,45.028,,69.65299999999999,82.737,95.835,108.893,122.82300000000001,135.88,150.43,169.39600000000002,12.476,26.509,42.463,55.564,70.771,85.578,96.66300000000001,109.805,125.724,145.864,157.669,174.524,13.19,23.783,42.373000000000005,58.485,71.536,83.804,92.667,106.358,122.876,136.96200000000002,149.29000000000002,161.93200000000002,15.734,30.990000000000002,44.838,58.749,73.117,84.384,95.9,110.159,120.751,131.118,150.22899999999998,168.60199999999998,9.594,21.192999999999998,35.159,51.937681999999995,66.794343,79.277564,92.957026,105.079354,122.642961,137.261572,152.32719,167.402212,15.821114,33.601996,50.440021,65.225907,79.181824,91.322451,106.087245,116.24233199999999,126.786571,147.649671,160.739034,179.739154,23.431829,40.961697,56.562229,70.826542,85.989697,98.263574,116.00695300000001,125.325523,136.094886,149.754943,161.398904,174.948095,14.264394,33.906757999999996,44.64773399999999,56.809062,64.600912,79.28134,86.702333,99.03443299999999,112.855099,131.639929,143.307231,153.228926,16.441663000000002,35.527763,54.279055,69.294678,83.68845300000001,99.02839300000001,109.56200600000001,119.82980700000002,132.35088700000003,144.89617100000004,159.15730500000004,175.04216300000004,14.657103999999999,23.542634999999997,41.651403,57.579143,68.923334,79.396953,92.522713,107.17217199999999,118.88059299999999,135.785756,147.202657,158.34061499999999,18.180609,35.225141,54.872263000000004,67.784345,82.094074
.Parc éolien Foum El Oued,106.7,121,128.6,133.24200000000002,144.50600000000003,154.75100000000003,11.772,26.176000000000002,38.124,,62.09400000000001,74.421,96.98,111.184,124.383,127.84599999999999,130.551,139.95399999999998,13.698,25.73,39.743,44.583,52.958,72.277,95.647,107.774,118.504,123.572,132.237,141.481,11.629,21.416,35.295,45.918,54.638,66.17399999999999,80.59299999999999,91.14699999999999,101.38999999999999,104.84599999999999,108.38699999999999,117.83599999999998,15.59296,29.071578,45.706338,61.891556,82.348686,99.431017,130.97328700000003,157.94227700000002,177.93474,194.826651,209.943018,222.125428,15.11102,34.333560000000006,50.475440000000006,63.657270000000004,79.447208,96.36739800000002,120.52799800000003,144.36070800000005,162.68934800000005,178.85718800000004,191.25656100000006,195.77370100000007,5.014022,10.453772,16.848102,21.876892,42.71888200000001,69.23314400000001,97.98002400000001,123.56120900000002,141.086249,157.02752900000002,169.31722900000003,183.75985900000003,17.43312,34.14296,52.73449,70.71101,89.54004,116.96853,145.85129,176.74229,195.13337,209.47285000000002,225.29895000000002,231.93926000000002,19.05322,28.56093,47.60812,63.89927,78.3149,89.95017999999999,118.18433099999999,140.81753099999997,156.23035099999998,169.71772099999998,184.72856099999998,199.752061,15.90661,37.158592999999996,50.81272299999999,68.06714299999999,92.93760299999998,116.76492299999998,147.96459299999998,178.342583,209.542253,222.33155299999999,233.36897299999998,249.82407299999997,15.2102,30.647930000000002,40.547470000000004,58.29365,75.16563,101.34559999999999,129.12948999999998,153.33941999999996,172.94616999999997,186.85766999999996,198.94087999999996,209.24000999999996,15.77888,31.70624,56.58936,71.59305,90.25292
.Parc éolien Khelladi,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.289,3.137,11.671000000000001,28.694000000000003,47.650000000000006,67.51100000000001,92.98700000000001,110.305,146.102,179.925,210.64000000000001,238.28400000000002,270.70300000000003,35.9,73.746,118.388,153.529,191.521,215.97299999999998,243.36399999999998,276.13399999999996,300.46099999999996,324.1809999999999,366.02899999999994,411.1619999999999,26.754,56.47,91.411,130.050206,169.075819,199.127951,231.27936699999998,256.702402,293.629721,323.51011,359.477206,394.54364400000003,38.228542000000004,77.27775,114.155866,149.104648,181.424859,209.262636,245.04628499999998,267.93089399999997,289.686408,338.646055,370.627334,416.299345,54.91696099999999,96.63832199999999,133.285977,165.817146,202.540998,229.907931,269.505786,288.451174,314.213141,340.200894,365.044339,397.256574,30.501383,73.00491000000001,99.96091600000001,128.33634,144.376595,177.24124,192.754694,217.612197,248.10787100000002,293.02669000000003,320.230922,342.00818300000003,40.963955999999996,83.875583,123.52067200000002,154.57378200000002,187.334796,226.68822,253.072798,276.494218,302.789388,333.861253,364.337633,401.474524,37.121919999999996,57.51535899999999,100.39374399999998,138.72788599999998,169.53289099999998,196.671519,226.16758999999996,263.60647499999993,294.1147439999999,332.26159999999993,357.5370259999999,383.5730359999999,36.671513999999995,67.27898099999999,110.86932999999999,139.12195,172.901883
.Parc éolien Afissat,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4.401,23.833,56.977,102.78899999999999,169.486,251.164,323.716,375.069,439.79900000000004,521.827,76.687,157.982,251.281,327.323,417.63,502.131,634.842,747.8389999999999,854.0619999999999,954.1859999999999,1044.033,1117.61,88.681,182.45,262.133,334.84521000000007,416.9777700000001,504.00788,622.32781,740.00959,835.0710300000001,913.15313,969.4784900000001,1036.3064700000002,92.78991999999984,165.95873999999986,248.33214999999993,320.70003999999994,430.4051099999999,552.19486,675.2348499999999,793.77503,881.51074,972.90535,1055.17987,1117.7526799999998,72.93116999999995,150.08072000000007,246.66057999999998,331.13093000000003,423.4932100000001,543.20793,665.14275,793.55781,876.7988600000001,948.6091100000001,1029.0294900000001,1080.99156,98.84313000000006,159.63307999999998,297.18440000000027,429.16678000000013,580.5497900000001,686.43866,883.0417400000001,1092.2929400000003,1294.0233600000004,1458.1465900000003,1630.4972400000004,1792.5339200000003,161.29040999999998,348.2011000000001,503.24376,692.66322,924.3496599999999,1146.21211,1415.5502499999998,1675.6787799999997,1890.0399599999998,2047.60733,2155.43721,2311.5751299999997,160.54978000000006,341.30091000000016,439.11344000000025,596.77236,768.27367,984.6097899999999,1198.17576,1397.3030200000003,1577.313,1702.8874300000004,1814.54743,1925.3108200000004,148.85112999999959,306.52836999999965,500.9915499999996,670.3508799999996,887.7693499999997
.Parc éolien Oualidia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.007030000000000001,0.28276,1.35743,2.57829,5.2999,8.03562,11.43617,14.32586,16.57228,19.96474,2.88376,7.602820000000001,10.56944,16.86787,21.03676,26.0766,31.16433,36.78228,41.50478,42.71901,47.16749,52.65172,5.0095,8.81638,14.77706,21.09821,25.98542,29.92062,36.73204,42.72161,44.94564,47.27355,51.16449,55.49964,3.99567,8.58925,16.177149999999997,21.345229999999997,28.13487,32.64639,39.68971,46.06041,51.98021,59.54674,63.59673,67.72219,6.09091,11.006810000000002,19.273650000000004,25.112670000000005,30.490210000000005,34.62622,40.21298,46.11764,51.01348,54.371610000000004,59.93215000000001,63.87716000000001,4.9653599999999996,10.230999999999998,14.462199999999998,17.869289999999996,20.839229999999997
.Parc éolien Dakhla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,68.28989200000001,100.35058000000001,126.53062400000002,158.71231200000003,185.36997600000004,208.36670800000005,233.13628800000004,27.894019999999998,54.63502,80.21376,103.81980399999999,131.54217999999997
